username,tool,start_time,end_time,duration
ainsleyharris,solar system,3/28/14 14:07,3/28/14 14:28,1216.358684
ainsleyharris,solar system,3/28/14 14:28,3/28/14 14:35,428.648671
ainsleyharris,alien database,3/28/14 14:35,3/28/14 14:38,187.296865
ainsleyharris,spectra,3/28/14 14:37,3/28/14 14:37,12.952588
ainsleyharris,solar system,3/28/14 14:42,3/28/14 14:43,38.666031
ainsleyharris,solar system,3/28/14 14:45,3/28/14 14:45,17.189528
ainsleyharris,mission control,3/31/14 14:24,3/31/14 14:24,0.301601
ainsleyharris,mission control,3/31/14 14:24,3/31/14 14:24,22.153623
ainsleyharris,alien database,3/31/14 14:24,3/31/14 14:31,403.799079
ainsleyharris,spectra,3/31/14 14:29,3/31/14 14:29,51.488498
ainsleyharris,spectra,3/31/14 14:31,3/31/14 14:31,28.362958
ainsleyharris,solar system,3/31/14 14:32,3/31/14 14:36,240.993377
ainsleyharris,solar system,4/1/14 14:04,4/1/14 14:09,295.259136
ainsleyharris,probe launch,4/1/14 14:09,4/1/14 14:10,4.091834
ainsleyharris,solar system,4/1/14 14:10,4/1/14 14:21,633.884649
ainsleyharris,solar system,4/1/14 14:23,4/1/14 14:50,1598.354234
ainsleyharris,alien database,4/2/14 14:10,4/2/14 14:29,1183.079691
ainsleyharris,spectra,4/2/14 14:16,4/2/14 14:18,109.36327
ainsleyharris,solar system,4/2/14 14:19,4/2/14 14:29,634.847028
ainsleyharris,probe design,4/2/14 14:30,4/2/14 14:35,291.342131
ainsleyharris,probe launch,4/2/14 14:35,4/2/14 14:35,0.489957
ainsleyharris,probe launch,4/2/14 14:35,4/2/14 14:35,10.465241
ainsleyharris,mission control,4/2/14 14:35,4/2/14 14:38,131.100278
ainsleyharris,probe design,4/2/14 14:41,4/2/14 14:46,294.372423
ainsleyharris,probe launch,4/2/14 14:46,4/2/14 14:47,30.281952
ainsleyharris,mission control,4/2/14 14:47,4/2/14 14:47,5.051381
ainsleyharris,solar system,4/3/14 14:02,4/3/14 14:21,1115.071072
ainsleyharris,mission control,4/3/14 14:21,4/3/14 14:21,48.931281
ainsleyharris,mission control,4/3/14 14:23,4/3/14 14:23,15.643416
ainsleyharris,alien database,4/3/14 14:23,4/3/14 14:51,1671.300914
ainsleyharris,alien database,4/3/14 14:40,4/3/14 14:51,651.7293
ainsleyharris,spectra,4/3/14 14:51,4/3/14 14:51,10.682942
ainsleyharris,probe design,4/4/14 14:01,4/4/14 14:01,0.550628
ainsleyharris,mission control,4/4/14 14:01,4/4/14 14:01,0.589373
ainsleyharris,mission control,4/4/14 14:01,4/4/14 14:01,0.551189
ainsleyharris,mission control,4/4/14 14:01,4/4/14 14:01,1.803116
ainsleyharris,mission control,4/4/14 14:01,4/4/14 14:01,0.532255
ainsleyharris,mission control,4/4/14 14:01,4/4/14 14:01,2.430341
ainsleyharris,mission control,4/4/14 14:01,4/4/14 14:01,0.438253
ainsleyharris,alien database,4/4/14 14:02,4/4/14 14:02,35.012821
ainsleyharris,mission control,4/4/14 14:03,4/4/14 14:04,47.745633
ainsleyharris,alien database,4/4/14 14:04,4/4/14 14:39,2118.645605
ainsleyharris,spectra,4/4/14 14:07,4/4/14 14:07,13.044417
ainsleyharris,spectra,4/4/14 14:19,4/4/14 14:19,18.717277
ainsleyharris,spectra,4/4/14 14:36,4/4/14 14:36,23.533201
ainsleyharris,mission control,4/4/14 14:40,4/4/14 14:42,149.16839
ainsleyharris,probe design,4/4/14 14:43,4/4/14 14:43,0.587378
ainsleyharris,probe design,4/4/14 14:43,4/4/14 14:47,261.806849
ainsleyharris,probe launch,4/4/14 14:47,4/4/14 14:48,27.531329
ainsleyharris,mission control,4/4/14 14:48,4/4/14 14:48,16.410066
ainsleyharris,mission control,4/7/14 14:37,4/7/14 14:40,211.731487
ainsleyharris,alien database,4/8/14 14:42,4/8/14 14:52,634.369046
ainsleyharris,solar system,4/8/14 14:45,4/8/14 14:52,448.734033
ainsleyharris,spectra,4/8/14 14:52,4/8/14 14:52,32.067501
ainsleyharris,alien database,4/15/14 18:43,4/15/14 19:01,1085.298435
ainsleyharris,spectra,4/15/14 18:53,4/15/14 19:01,465.376456
childs_865737,probe launch,3/18/14 14:27,3/18/14 14:27,1.963115
childs_865737,probe design,3/18/14 14:27,3/18/14 14:27,1.633797
childs_865737,alien database,3/18/14 14:28,3/18/14 14:28,14.415941
childs_865737,notebook,3/18/14 14:28,3/18/14 14:28,4.020167
childs_865737,solar system,3/18/14 14:28,3/18/14 14:28,6.970152
childs_865737,alien database,3/18/14 14:30,3/18/14 14:35,300.740157
childs_865737,notebook,3/18/14 14:32,3/18/14 14:32,17.786448
childs_865737,solar system,3/18/14 14:32,3/18/14 14:32,7.835246
childs_865737,missions,3/18/14 14:32,3/18/14 14:32,5.59121
childs_865737,concepts,3/18/14 14:32,3/18/14 14:36,208.359438
childs_865737,notebook,3/18/14 14:38,3/18/14 14:39,17.073363
childs_865737,alien database,3/18/14 14:38,3/18/14 14:53,854.620374
childs_865737,notebook,3/18/14 14:39,3/18/14 14:39,7.308703
childs_865737,solar system,3/18/14 14:39,3/18/14 14:42,163.191793
childs_865737,missions,3/18/14 14:42,3/18/14 14:43,72.604527
childs_865737,concepts,3/18/14 14:43,3/18/14 14:44,5.309993
childs_865737,notebook,3/18/14 14:51,3/18/14 14:51,4.683084
childs_865737,solar system,3/18/14 14:51,3/18/14 14:53,85.535011
childs_865737,missions,3/18/14 14:53,3/18/14 14:53,5.859288
childs_865737,concepts,3/18/14 14:53,3/18/14 14:53,2.967763
childs_865737,alien database,3/20/14 14:32,3/20/14 14:41,524.016619
childs_865737,alien database,3/20/14 14:41,3/20/14 14:47,360.015334
childs_865737,alien database,3/20/14 14:49,3/20/14 14:49,4.837797
childs_865737,alien database,3/21/14 14:12,3/21/14 14:15,190.661689
childs_865737,alien database,3/21/14 14:15,3/21/14 14:50,2099.506194
childs_865737,spectra,3/21/14 14:35,3/21/14 14:35,28.533188
childs_865737,periodic table,3/21/14 14:50,3/21/14 14:50,0.169088
childs_865737,missions,3/21/14 14:50,3/21/14 14:50,3.417121
childs_865737,concepts,3/21/14 14:50,3/21/14 14:50,3.691336
childs_865737,probe design,3/24/14 14:24,3/24/14 14:40,946.833639
childs_865737,solar system,3/24/14 14:25,3/24/14 14:31,326.33248
childs_865737,solar system,3/24/14 14:31,3/24/14 14:37,377.242259
childs_865737,solar system,3/24/14 14:38,3/24/14 14:38,5.500672
childs_865737,solar system,3/24/14 14:38,3/24/14 14:39,7.95168
childs_865737,solar system,3/24/14 14:39,3/24/14 14:39,5.767038
childs_865737,solar system,3/24/14 14:39,3/24/14 14:40,39.910637
childs_865737,alien database,3/24/14 14:40,3/24/14 14:47,429.347787
childs_865737,solar system,3/24/14 14:43,3/24/14 14:47,229.082534
childs_865737,probe design,3/24/14 14:48,3/24/14 14:51,184.845179
childs_865737,solar system,3/24/14 14:48,3/24/14 14:50,122.081905
childs_865737,probe design,3/25/14 14:30,3/25/14 14:43,761.497009
childs_865737,solar system,3/25/14 14:32,3/25/14 14:39,453.445497
childs_865737,probe design,3/25/14 14:43,3/25/14 14:43,0.150409
childs_865737,probe design,3/25/14 14:43,3/25/14 14:43,0.141375
childs_865737,probe design,3/25/14 14:43,3/25/14 14:46,201.545022
childs_865737,probe launch,3/25/14 14:47,3/25/14 14:47,13.115561
childs_865737,mission control,3/25/14 14:47,3/25/14 14:49,94.755842
childs_865737,probe design,3/25/14 14:49,3/25/14 14:52,137.491791
childs_865737,probe launch,3/25/14 14:52,3/25/14 14:52,9.839987
childs_865737,mission control,3/25/14 14:52,3/25/14 14:52,3.079492
childs_865737,alien database,3/26/14 14:09,3/26/14 14:26,985.982024
childs_865737,solar system,3/26/14 14:10,3/26/14 14:26,959.79526
childs_865737,probe design,3/26/14 14:26,3/26/14 14:37,644.924098
childs_865737,probe launch,3/26/14 14:37,3/26/14 14:38,20.700274
childs_865737,mission control,3/26/14 14:38,3/26/14 14:39,69.406382
childs_865737,alien database,3/26/14 14:40,3/26/14 14:48,488.369823
childs_865737,solar system,3/26/14 14:40,3/26/14 14:48,483.851369
childs_865737,alien database,3/28/14 14:08,3/28/14 14:36,1642.229368
childs_865737,solar system,3/28/14 14:08,3/28/14 14:36,1634.780276
childs_865737,probe design,3/28/14 14:36,3/28/14 14:39,183.089813
childs_865737,probe launch,3/28/14 14:39,3/28/14 14:40,8.110397
childs_865737,mission control,3/28/14 14:40,3/28/14 14:45,314.717397
childs_865737,solar system,3/28/14 14:44,3/28/14 14:45,49.424722
childs_865737,mission control,3/28/14 14:45,3/28/14 14:45,1.326266
childs_865737,probe design,3/28/14 14:46,3/28/14 14:47,68.904284
childs_865737,probe launch,3/28/14 14:47,3/28/14 14:47,9.664928
childs_865737,mission control,3/28/14 14:47,3/28/14 14:52,284.769052
childs_865737,mission control,3/28/14 14:52,3/28/14 14:52,7.927966
childs_865737,probe design,3/28/14 14:53,3/28/14 14:53,2.432264
childs_865737,probe launch,3/31/14 14:22,3/31/14 14:22,0.046265
childs_865737,probe launch,3/31/14 14:22,3/31/14 14:22,1.621283
childs_865737,probe launch,3/31/14 14:22,3/31/14 14:22,0.468508
childs_865737,probe launch,3/31/14 14:22,3/31/14 14:22,0.329121
childs_865737,alien database,3/31/14 14:23,3/31/14 14:35,720.240884
childs_865737,solar system,3/31/14 14:26,3/31/14 14:35,515.443268
childs_865737,alien database,4/1/14 14:06,4/1/14 14:07,55.628785
childs_865737,alien database,4/1/14 14:07,4/1/14 14:47,2351.275234
childs_865737,periodic table,4/1/14 14:24,4/1/14 14:24,3.352445
childs_865737,spectra,4/1/14 14:24,4/1/14 14:26,87.861681
childs_865737,periodic table,4/1/14 14:25,4/1/14 14:26,64.510956
childs_865737,spectra,4/1/14 14:26,4/1/14 14:27,69.181603
childs_865737,periodic table,4/1/14 14:26,4/1/14 14:27,43.182394
childs_865737,alien database,4/2/14 14:10,4/2/14 14:26,950.352126
childs_865737,spectra,4/2/14 14:17,4/2/14 14:17,24.073642
childs_865737,alien database,4/2/14 14:23,4/2/14 14:26,143.641657
childs_865737,mission control,4/2/14 14:26,4/2/14 14:26,0.456941
childs_865737,mission control,4/2/14 14:26,4/2/14 14:30,267.929375
childs_865737,solar system,4/2/14 14:27,4/2/14 14:30,168.01512
childs_865737,probe design,4/2/14 14:31,4/2/14 14:37,348.093481
childs_865737,probe design,4/2/14 14:34,4/2/14 14:37,176.379929
childs_865737,solar system,4/2/14 14:34,4/2/14 14:35,66.976358
childs_865737,probe launch,4/2/14 14:37,4/2/14 14:38,25.39722
childs_865737,probe launch,4/2/14 14:38,4/2/14 14:38,0.469503
childs_865737,probe launch,4/2/14 14:38,4/2/14 14:38,0.473136
childs_865737,mission control,4/2/14 14:38,4/2/14 14:39,37.631765
childs_865737,probe design,4/2/14 14:43,4/2/14 14:45,106.887672
childs_865737,probe launch,4/2/14 14:45,4/2/14 14:45,0.515538
childs_865737,probe launch,4/2/14 14:45,4/2/14 14:45,0.595509
childs_865737,probe launch,4/2/14 14:45,4/2/14 14:45,16.431004
childs_865737,mission control,4/2/14 14:46,4/2/14 14:46,0.370399
childs_865737,mission control,4/2/14 14:46,4/2/14 14:47,74.007918
childs_865737,alien database,4/2/14 14:48,4/2/14 14:49,71.174023
childs_865737,mission control,4/2/14 14:50,4/2/14 14:50,48.175075
childs_865737,probe design,4/2/14 14:51,4/2/14 14:52,92.26608
childs_865737,probe launch,4/2/14 14:52,4/2/14 14:53,4.131888
childs_865737,mission control,4/2/14 14:53,4/2/14 14:53,5.809091
childs_865737,alien database,4/3/14 14:00,4/3/14 14:04,221.162128
childs_865737,alien database,4/3/14 14:04,4/3/14 14:26,1293.569093
childs_865737,solar system,4/3/14 14:16,4/3/14 14:16,45.289508
childs_865737,mission control,4/3/14 14:19,4/3/14 14:24,262.466801
childs_865737,solar system,4/3/14 14:22,4/3/14 14:24,83.417058
childs_865737,alien database,4/3/14 14:24,4/3/14 14:26,92.072721
childs_865737,alien database,4/3/14 14:26,4/3/14 14:53,1640.573981
childs_865737,solar system,4/3/14 14:27,4/3/14 14:28,96.799083
childs_865737,solar system,4/3/14 14:29,4/3/14 14:31,124.10944
childs_865737,solar system,4/3/14 14:47,4/3/14 14:49,119.732641
childs_865737,spectra,4/3/14 14:51,4/3/14 14:53,126.439342
childs_865737,alien database,4/4/14 13:58,4/4/14 14:11,797.34764
childs_865737,spectra,4/4/14 14:04,4/4/14 14:10,365.496647
childs_865737,solar system,4/4/14 14:05,4/4/14 14:08,206.448229
childs_865737,solar system,4/4/14 14:11,4/4/14 14:11,28.118822
childs_865737,probe design,4/4/14 14:12,4/4/14 14:12,0.996192
childs_865737,probe design,4/4/14 14:12,4/4/14 14:12,0.652231
childs_865737,probe design,4/4/14 14:12,4/4/14 14:14,149.965304
childs_865737,probe launch,4/4/14 14:14,4/4/14 14:14,0.466281
childs_865737,probe launch,4/4/14 14:15,4/4/14 14:15,13.598374
childs_865737,probe launch,4/4/14 14:15,4/4/14 14:15,0.191365
childs_865737,mission control,4/4/14 14:15,4/4/14 14:18,177.493187
childs_865737,alien database,4/4/14 14:18,4/4/14 14:49,1860.853191
childs_865737,solar system,4/4/14 14:19,4/4/14 14:33,838.903748
childs_865737,solar system,4/4/14 14:39,4/4/14 14:40,78.775914
childs_865737,solar system,4/4/14 14:45,4/4/14 14:49,215.132424
childs_865737,solar system,4/4/14 14:49,4/4/14 14:49,7.70055
childs_865737,alien database,4/7/14 14:29,4/7/14 14:33,230.938903
childs_865737,mission control,4/7/14 14:46,4/7/14 14:46,0.235655
childs_865737,mission control,4/7/14 14:46,4/7/14 14:46,0.480159
childs_865737,mission control,4/7/14 14:46,4/7/14 14:53,406.003282
childs_865737,solar system,4/7/14 14:47,4/7/14 14:53,349.141656
childs_865737,probe design,4/7/14 14:53,4/7/14 14:53,3.114071
schleich_872779,notebook,3/18/14 14:23,3/18/14 14:23,3.847055
schleich_872779,mission control,3/18/14 14:23,3/18/14 14:23,1.928443
schleich_872779,probe launch,3/18/14 14:23,3/18/14 14:23,1.070062
schleich_872779,probe launch,3/18/14 14:23,3/18/14 14:23,1.87093
schleich_872779,alien database,3/18/14 14:24,3/18/14 14:24,45.563565
schleich_872779,probe design,3/18/14 14:25,3/18/14 14:25,2.825723
schleich_872779,notebook,3/18/14 14:25,3/18/14 14:25,4.969686
schleich_872779,solar system,3/18/14 14:25,3/18/14 14:25,7.278067
schleich_872779,missions,3/18/14 14:25,3/18/14 14:26,20.498636
schleich_872779,concepts,3/18/14 14:26,3/18/14 14:26,6.523042
schleich_872779,periodic table,3/18/14 14:26,3/18/14 14:27,71.08159
schleich_872779,periodic table,3/18/14 14:27,3/18/14 14:27,7.814358
schleich_872779,spectra,3/18/14 14:27,3/18/14 14:27,3.093136
schleich_872779,probe launch,3/18/14 14:30,3/18/14 14:31,0.137319
schleich_872779,probe launch,3/18/14 14:31,3/18/14 14:31,2.214591
schleich_872779,mission control,3/18/14 14:31,3/18/14 14:31,1.734209
schleich_872779,mission control,3/18/14 14:31,3/18/14 14:31,2.637161
schleich_872779,alien database,3/18/14 14:32,3/18/14 14:32,39.950787
schleich_872779,probe design,3/18/14 14:33,3/18/14 14:33,12.848764
schleich_872779,probe design,3/18/14 14:38,3/18/14 14:39,86.262651
schleich_872779,alien database,3/18/14 14:40,3/18/14 14:42,162.932635
schleich_872779,notebook,3/18/14 14:40,3/18/14 14:40,1.956605
schleich_872779,solar system,3/18/14 14:40,3/18/14 14:40,4.831181
schleich_872779,solar system,3/18/14 14:40,3/18/14 14:40,2.823057
schleich_872779,missions,3/18/14 14:40,3/18/14 14:40,5.789749
schleich_872779,spectra,3/18/14 14:40,3/18/14 14:41,31.469101
schleich_872779,periodic table,3/18/14 14:41,3/18/14 14:41,26.476121
schleich_872779,concepts,3/18/14 14:41,3/18/14 14:41,3.843708
schleich_872779,solar system,3/18/14 14:41,3/18/14 14:41,15.759362
schleich_872779,alien database,3/18/14 14:42,3/18/14 14:46,222.477788
schleich_872779,notebook,3/18/14 14:43,3/18/14 14:44,73.40523
schleich_872779,solar system,3/18/14 14:43,3/18/14 14:44,71.152777
schleich_872779,missions,3/18/14 14:43,3/18/14 14:44,51.619052
schleich_872779,concepts,3/18/14 14:44,3/18/14 14:44,42.653702
schleich_872779,periodic table,3/18/14 14:44,3/18/14 14:44,34.785467
schleich_872779,spectra,3/18/14 14:44,3/18/14 14:44,30.418513
schleich_872779,alien database,3/18/14 14:48,3/18/14 14:49,55.151046
schleich_872779,notebook,3/20/14 14:25,3/20/14 14:25,2.321802
schleich_872779,solar system,3/20/14 14:25,3/20/14 14:25,2.899552
schleich_872779,missions,3/20/14 14:25,3/20/14 14:25,4.276546
schleich_872779,alien database,3/20/14 14:25,3/20/14 14:46,1226.81875
schleich_872779,alien database,3/20/14 14:27,3/20/14 14:46,1134.123372
schleich_872779,alien database,3/21/14 14:11,3/21/14 14:52,2453.940553
schleich_872779,solar system,3/24/14 14:23,3/24/14 14:23,2.984437
schleich_872779,alien database,3/24/14 14:23,3/24/14 14:29,371.596911
schleich_872779,solar system,3/24/14 14:30,3/24/14 14:53,1411.789149
schleich_872779,solar system,3/25/14 14:28,3/25/14 14:37,492.473657
schleich_872779,probe design,3/25/14 14:38,3/25/14 14:39,69.247603
schleich_872779,solar system,3/25/14 14:39,3/25/14 14:46,393.143522
schleich_872779,probe design,3/25/14 14:46,3/25/14 14:54,511.678517
schleich_872779,spectra,3/25/14 14:50,3/25/14 14:50,2.487941
schleich_872779,solar system,3/26/14 14:11,3/26/14 14:37,1558.915196
schleich_872779,probe design,3/26/14 14:37,3/26/14 14:37,36.441673
schleich_872779,solar system,3/26/14 14:37,3/26/14 14:40,131.25724
schleich_872779,solar system,3/26/14 14:40,3/26/14 14:50,588.31587
schleich_872779,probe design,3/26/14 14:50,3/26/14 14:51,81.439926
schleich_872779,probe launch,3/26/14 14:51,3/26/14 14:51,12.485266
schleich_872779,mission control,3/26/14 14:52,3/26/14 14:52,0.616886
schleich_872779,mission control,3/26/14 14:52,3/26/14 14:52,24.421863
schleich_872779,mission control,3/26/14 14:52,3/26/14 14:52,1.947238
schleich_872779,solar system,3/26/14 14:52,3/26/14 14:53,42.552064
schleich_872779,mission control,3/26/14 14:53,3/26/14 14:54,20.283904
schleich_872779,probe design,3/28/14 14:05,3/28/14 14:05,22.793003
schleich_872779,probe design,3/28/14 14:05,3/28/14 14:05,0.99171
schleich_872779,probe design,3/28/14 14:05,3/28/14 14:08,163.070617
schleich_872779,solar system,3/28/14 14:08,3/28/14 14:52,2641.053295
schleich_872779,alien database,4/1/14 14:09,4/1/14 14:09,14.499874
schleich_872779,alien database,4/1/14 14:10,4/1/14 14:10,4.47929
schleich_872779,solar system,4/1/14 14:10,4/1/14 14:14,245.736824
schleich_872779,alien database,4/1/14 14:14,4/1/14 14:50,2138.244677
schleich_872779,solar system,4/1/14 14:37,4/1/14 14:50,796.738527
schleich_872779,alien database,4/2/14 14:09,4/2/14 14:48,2349.677382
schleich_872779,solar system,4/2/14 14:16,4/2/14 14:38,1264.098926
schleich_872779,alien database,4/3/14 14:00,4/3/14 14:41,2467.633703
schleich_872779,missions,4/3/14 14:24,4/3/14 14:24,2.403689
schleich_872779,concepts,4/3/14 14:24,4/3/14 14:24,2.260062
schleich_872779,periodic table,4/3/14 14:25,4/3/14 14:25,6.07506
schleich_872779,spectra,4/3/14 14:26,4/3/14 14:28,107.7771
schleich_872779,periodic table,4/3/14 14:26,4/3/14 14:27,24.929763
schleich_872779,periodic table,4/3/14 14:27,4/3/14 14:28,56.469984
schleich_872779,spectra,4/3/14 14:28,4/3/14 14:28,39.429523
schleich_872779,periodic table,4/3/14 14:28,4/3/14 14:28,5.679112
schleich_872779,spectra,4/3/14 14:29,4/3/14 14:29,33.488818
schleich_872779,periodic table,4/3/14 14:29,4/3/14 14:29,6.100154
schleich_872779,spectra,4/3/14 14:30,4/3/14 14:30,16.380205
schleich_872779,periodic table,4/3/14 14:30,4/3/14 14:30,6.009637
schleich_872779,spectra,4/3/14 14:31,4/3/14 14:32,30.524404
schleich_872779,solar system,4/3/14 14:35,4/3/14 14:40,320.363714
schleich_872779,spectra,4/3/14 14:41,4/3/14 14:41,6.750239
schleich_872779,alien database,4/4/14 14:05,4/4/14 14:08,182.202297
schleich_872779,alien database,4/4/14 14:12,4/4/14 14:49,2226.592246
schleich_872779,solar system,4/4/14 14:14,4/4/14 14:14,15.571871
schleich_872779,spectra,4/4/14 14:26,4/4/14 14:26,8.538914
schleich_872779,spectra,4/4/14 14:29,4/4/14 14:29,10.351139
schleich_872779,periodic table,4/4/14 14:29,4/4/14 14:30,12.881267
schleich_872779,probe design,4/4/14 18:51,4/4/14 18:51,0.059378
schleich_872779,probe design,4/4/14 18:51,4/4/14 18:51,1.093138
schleich_872779,probe design,4/4/14 18:51,4/4/14 18:54,148.385319
schleich_872779,probe launch,4/4/14 18:54,4/4/14 18:55,33.274892
schleich_872779,probe launch,4/4/14 18:54,4/4/14 18:55,30.051216
schleich_872779,mission control,4/4/14 18:55,4/4/14 18:55,0.893873
schleich_872779,mission control,4/4/14 18:55,4/4/14 18:56,42.633523
schleich_872779,alien database,4/4/14 18:58,4/4/14 18:58,14.527879
schleich_872779,mission control,4/7/14 14:30,4/7/14 14:30,0.121394
schleich_872779,mission control,4/7/14 14:31,4/7/14 14:31,0.469373
schleich_872779,probe design,4/7/14 14:31,4/7/14 14:31,0.392568
schleich_872779,probe design,4/7/14 14:31,4/7/14 14:31,12.304664
schleich_872779,mission control,4/7/14 14:32,4/7/14 14:42,604.337653
obst_862845,probe design,3/18/14 14:23,3/18/14 14:23,4.836739
obst_862845,alien database,3/18/14 14:24,3/18/14 14:38,851.661332
obst_862845,mission control,3/18/14 14:27,3/18/14 14:27,1.649003
obst_862845,notebook,3/18/14 14:30,3/18/14 14:30,2.760706
obst_862845,concepts,3/18/14 14:30,3/18/14 14:30,4.317679
obst_862845,notebook,3/18/14 14:30,3/18/14 14:30,2.343182
obst_862845,solar system,3/18/14 14:30,3/18/14 14:30,4.968659
obst_862845,missions,3/18/14 14:30,3/18/14 14:30,9.700046
obst_862845,concepts,3/18/14 14:30,3/18/14 14:30,3.602528
obst_862845,periodic table,3/18/14 14:30,3/18/14 14:30,2.777157
obst_862845,spectra,3/18/14 14:30,3/18/14 14:30,4.673763
obst_862845,missions,3/18/14 14:31,3/18/14 14:31,3.683646
obst_862845,concepts,3/18/14 14:31,3/18/14 14:43,706.532845
obst_862845,spectra,3/18/14 14:32,3/18/14 14:32,4.725685
obst_862845,probe design,3/18/14 14:33,3/18/14 14:33,33.198102
obst_862845,alien database,3/18/14 14:38,3/18/14 14:38,18.743458
obst_862845,alien database,3/18/14 14:38,3/18/14 14:40,109.350495
obst_862845,alien database,3/18/14 14:40,3/18/14 14:41,33.636218
obst_862845,notebook,3/18/14 14:40,3/18/14 14:41,25.8494
obst_862845,alien database,3/18/14 14:41,3/18/14 14:41,38.934269
obst_862845,solar system,3/18/14 14:41,3/18/14 14:41,11.502696
obst_862845,missions,3/18/14 14:41,3/18/14 14:41,3.673129
obst_862845,missions,3/18/14 14:41,3/18/14 14:41,13.627841
obst_862845,concepts,3/18/14 14:43,3/18/14 14:43,5.497338
obst_862845,periodic table,3/18/14 14:43,3/18/14 14:43,33.437297
obst_862845,probe design,3/18/14 14:45,3/18/14 14:45,1.250961
obst_862845,probe launch,3/18/14 14:45,3/18/14 14:45,2.289326
obst_862845,mission control,3/18/14 14:46,3/18/14 14:46,1.571974
obst_862845,mission control,3/18/14 14:46,3/18/14 14:46,3.320896
obst_862845,concepts,3/18/14 14:46,3/18/14 14:46,6.156666
obst_862845,periodic table,3/18/14 14:46,3/18/14 14:46,3.056131
obst_862845,spectra,3/18/14 14:46,3/18/14 14:46,4.658048
obst_862845,solar system,3/18/14 14:46,3/18/14 14:46,2.751684
obst_862845,solar system,3/18/14 14:46,3/18/14 14:48,85.25673
obst_862845,spectra,3/18/14 14:48,3/18/14 14:48,2.1786
obst_862845,missions,3/18/14 14:48,3/18/14 14:48,26.72998
obst_862845,missions,3/18/14 14:48,3/18/14 14:48,1.776836
obst_862845,concepts,3/18/14 14:48,3/18/14 14:49,37.357237
obst_862845,probe design,3/18/14 14:49,3/18/14 14:49,13.406548
obst_862845,probe design,3/18/14 14:50,3/18/14 14:50,17.955563
obst_862845,concepts,3/18/14 14:50,3/18/14 14:50,4.167577
obst_862845,alien database,3/20/14 14:26,3/20/14 14:35,533.29045
obst_862845,concepts,3/20/14 14:36,3/20/14 14:36,2.241775
obst_862845,spectra,3/20/14 14:36,3/20/14 14:36,5.351255
obst_862845,missions,3/20/14 14:36,3/20/14 14:36,4.193326
obst_862845,solar system,3/20/14 14:36,3/20/14 14:37,56.613894
obst_862845,alien database,3/20/14 14:38,3/20/14 14:50,763.388613
obst_862845,solar system,3/20/14 14:43,3/20/14 14:45,118.280548
obst_862845,solar system,3/20/14 14:46,3/20/14 14:50,254.894082
obst_862845,mission control,3/20/14 14:51,3/20/14 14:51,1.970145
obst_862845,probe design,3/20/14 14:51,3/20/14 14:53,117.546249
obst_862845,probe design,3/20/14 14:53,3/20/14 14:54,73.920742
obst_862845,probe design,3/20/14 14:54,3/20/14 14:55,40.497915
obst_862845,probe design,3/24/14 14:27,3/24/14 14:33,387.328611
obst_862845,probe launch,3/24/14 14:34,3/24/14 14:34,15.163997
obst_862845,mission control,3/24/14 14:34,3/24/14 14:35,26.757558
obst_862845,mission control,3/24/14 14:35,3/24/14 14:36,59.872081
obst_862845,mission control,3/24/14 14:36,3/24/14 14:36,3.348434
obst_862845,mission control,3/24/14 14:36,3/24/14 14:37,59.189536
obst_862845,notebook,3/24/14 14:37,3/24/14 14:37,17.479199
obst_862845,probe design,3/24/14 14:38,3/24/14 14:38,5.287224
obst_862845,solar system,3/24/14 14:38,3/24/14 14:38,2.049767
obst_862845,notebook,3/24/14 14:38,3/24/14 14:38,16.84481
obst_862845,probe design,3/24/14 14:38,3/24/14 14:39,27.357104
obst_862845,probe design,3/24/14 14:39,3/24/14 14:40,95.287079
obst_862845,probe design,3/24/14 14:40,3/24/14 14:42,108.697213
obst_862845,probe launch,3/24/14 14:43,3/24/14 14:43,8.512811
obst_862845,mission control,3/24/14 14:43,3/24/14 14:49,381.93504
obst_862845,periodic table,3/24/14 14:44,3/24/14 14:44,8.245363
obst_862845,notebook,3/24/14 14:45,3/24/14 14:45,34.616287
obst_862845,mission control,3/24/14 14:49,3/24/14 14:53,202.208912
obst_862845,notebook,3/24/14 14:49,3/24/14 14:52,185.533887
obst_862845,notebook,3/24/14 14:52,3/24/14 14:53,3.607111
obst_862845,spectra,3/24/14 14:53,3/24/14 14:53,5.417372
obst_862845,concepts,3/24/14 14:53,3/24/14 14:53,4.824613
obst_862845,notebook,3/25/14 14:28,3/25/14 14:29,8.148906
obst_862845,alien database,3/25/14 14:29,3/25/14 14:32,224.655794
obst_862845,solar system,3/25/14 14:31,3/25/14 14:31,3.009304
obst_862845,concepts,3/25/14 14:31,3/25/14 14:31,3.834415
obst_862845,spectra,3/25/14 14:31,3/25/14 14:32,82.174001
obst_862845,probe design,3/25/14 14:33,3/25/14 14:35,114.50981
obst_862845,probe design,3/25/14 14:35,3/25/14 14:36,81.055348
obst_862845,solar system,3/25/14 14:36,3/25/14 14:36,15.708888
obst_862845,spectra,3/25/14 14:36,3/25/14 14:37,24.256429
obst_862845,periodic table,3/25/14 14:37,3/25/14 14:37,16.587609
obst_862845,probe design,3/25/14 14:38,3/25/14 14:41,217.084339
obst_862845,probe launch,3/25/14 14:42,3/25/14 14:42,7.547396
obst_862845,mission control,3/25/14 14:42,3/25/14 14:42,20.681031
