t= 0 p=0 : ( 48, 75, 76) 
t= 0 p=0 : ( 47, 75, 76) 
t= 0 p=0 : ( 46, 75, 76) 
t= 0 p=0 : ( 45, 75, 76) 
t= 0 p=0 : ( 44, 75, 76) 
t= 0 p=0 : ( 43, 75, 76) 
t= 0 p=0 : ( 42, 75, 76) 
t= 0 p=0 : ( 41, 75, 76) 
t= 0 p=0 : ( 40, 75, 76) 
t= 0 p=0 : ( 39, 75, 76) 
 66, 65) 
